entity_text,label,count
490,scope,3
Lykophron,pers,3
Hippomedon,pers,3
B.C. 70,scope,3
B.C. 77,scope,3
B.C. 68,scope,3
B.C. 74,scope,3
Hirtuleius,pers,3
Hippolyte,pers,3
Apama,pers,3
Malaga,loc,3
Mamerci,pers,3
Machiavelli,pers,3
Aquillii,work,3
Aquinus,pers,3
Lysidike,pers,3
Lykon,pers,3
Rustius,pers,3
Maso,pers,3
500,scope,3
502,scope,3
503,scope,3
507,scope,3
512,scope,3
513,scope,3
Samos,pers,3
Sardis,pers,3
Sarmentus,pers,3
Sandauke,pers,3
Sandon,pers,3
Sardinia,pers,3
Salonianus,pers,3
Sabbas,pers,3
Marcus Caedicius,pers,3
Marcus Minucius,pers,3
Manutius,pers,3
Apemantus,pers,3
495,scope,3
482,scope,3
485,scope,3
487,scope,3
Himera,loc,3
Hermagoras,pers,3
B.C. 89,scope,3
B.C. 61,scope,3
Bagoas,pers,3
Bacchæ,pers,3
Telamon,pers,3
Marcus Crassus,pers,3
Barca,pers,3
Barcas,pers,3
Barinus,pers,3
Basilicæ,work,3
Babyka,pers,3
Haliartus,loc,3
Hadrumetum,loc,3
Halikarnassus,loc,3
Tharrhypas,pers,3
Theano,pers,3
Thearides,pers,3
Termerus,pers,3
Terpander,pers,3
Teukrus,pers,3
Teireus,pers,3
Teius,pers,3
Baiæ,loc,3
Herakleidae,pers,3
Hereas,pers,3
Helikon,pers,3
Hamilcar,pers,3
Hasdrubal,pers,3
"21, 22",scope,3
21-23,scope,3
514,scope,3
516,scope,3
Romulus,loc,3
Rufinus,pers,3
Anton,pers,3
Tarracina,loc,3
Taygetus,loc,3
Tarraconensis,pers,3
Marullus,pers,3
Masabates,pers,3
Theodektes,pers,3
Thargelion,loc,3
"21, 24",scope,3
Great,loc,3
Gomphi,pers,3
Gongylus,pers,3
Mazæus,pers,3
Mede,work,3
Antioch,pers,3
Antiq.,work,3
Antiphanes,pers,3
Anthemion,pers,3
Annius Milo,pers,3
Mediterranean,work,3
Androkottus,pers,3
Androkrates,pers,3
Melanippus,pers,3
Melanthus,pers,3
Melesias,pers,3
Melesippides,pers,3
Meliteia,loc,3
Mediolanum,pers,3
Guadalquivir,work,3
Gouras,pers,3
Gortyna,loc,3
Belgium,loc,3
Menestheus,pers,3
Melas,pers,3
Melas,work,3
Androkles,pers,3
563,scope,3
529,scope,3
Rhodians,work,3
Rex,pers,3
592,scope,3
593,scope,3
Anaxilaus,pers,3
Anaxo,pers,3
532,scope,3
533,scope,3
534,scope,3
537,scope,3
538,scope,3
539,scope,3
506,scope,3
Rhodanus,work,3
Memphis,loc,3
Menippus,pers,3
535,scope,3
523,scope,3
528,scope,3
543,scope,3
530,scope,3
531,scope,3
Bessus,pers,3
"2, 4",scope,3
1836,date,3
Thoinon,pers,3
Theste,pers,3
Mercury,pers,3
Messala,loc,3
Melos,loc,3
Anakreon,pers,3
Amykla,pers,3
Ambiorix,pers,3
Mithradates,pers,3
Minturnæ,loc,3
Milan,loc,3
551,scope,3
552,scope,3
Galepsus,pers,3
Timoxenus,pers,3
"18, 19",scope,3
Tigris,loc,3
Tigennis,loc,3
Tigranocerta,pers,3
Tillius,pers,3
Amphissa,loc,3
Thrason,pers,3
Thonis,pers,3
Thoranius,pers,3
Thracians,loc,3
Beaufort,pers,3
Germanus,pers,3
Garigliano,work,3
Gaulish,loc,3
Milto,pers,3
Metageitnion,pers,3
Metilius,pers,3
Metelli,pers,3
Metellus Pius Scipio,pers,3
Annal.,work,3
Androtion,pers,3
Anius,pers,3
Timolaus,pers,3
Boeotian,pers,3
Bona,pers,3
Fimbria,loc,3
Fasti_,work,3
Faunus,pers,3
Euthydemus,pers,3
Borysthenes,loc,3
Fusco,pers,3
Fregellans,pers,3
Four,work,3
Fragmenta,work,3
Formiæ,loc,3
18-21,scope,3
Timanthes,pers,3
Timokleides,pers,3
521,scope,3
522,scope,3
566,scope,3
Tillius Cimber,pers,3
2,scope,3
"2, 10",scope,3
Biography,work,3
Furies,work,3
553,scope,3
554,scope,3
555,scope,3
570,scope,3
571,scope,3
559,scope,3
561,scope,3
562,scope,3
Minor,pers,3
Anab.,work,3
Titus Quintius,pers,3
Titus Quintius Flamininus,pers,3
Torquatus,pers,3
Tolumnius,pers,3
Topography,work,3
Tithora,pers,3
557,scope,3
558,scope,3
544,scope,3
545,scope,3
547,scope,3
548,scope,3
549,scope,3
578,scope,3
589,scope,3
590,scope,3
591,scope,3
550,scope,3
594,scope,3
595,scope,3
597,scope,3
598,scope,3
Trebizond,loc,3
"17, 18",scope,3
Tribune,work,3
Molossians,loc,3
Molossians,pers,3
580,scope,3
581,scope,3
584,scope,3
Moerokles,pers,3
Brixellum,loc,3
Eumelus,pers,3
Ethiopia,loc,3
Euphemides,pers,3
Buteo,pers,3
Tullius,pers,3
Tuscans,loc,3
Amasis,pers,3
Mædike,pers,3
Myrto,pers,3
Ammianus Marcellinus,pers,3
Amintius,pers,3
Amoebeus,pers,3
Amanus,pers,3
Mnesiptolema,pers,3
Euripus,loc,3
Euripus,pers,3
Eurymedon,pers,3
Eurysakes,pers,3
Eumolpidae,work,3
Eukleia,pers,3
Britannia,loc,3
Amarsyas,pers,3
Tinnius,pers,3
Boutes,pers,3
Brazen House,work,3
Evius,pers,3
Fabii,work,3
Eupolia,pers,3
Eurylochus,pers,3
Eurymedon,loc,3
607,scope,3
608,scope,3
609,scope,3
Etruscan,work,3
Euchidas,pers,3
Epipolæ,loc,3
Equitum,work,3
Ephetai,work,3
575,scope,3
576,scope,3
577,scope,3
Rhamnus,loc,3
Rhea,pers,3
Quintus Cæcilius,pers,3
617,scope,3
606,scope,3
Narbo,pers,3
Myron,pers,3
579,scope,3
"6, 9,",scope,3
585,scope,3
572,scope,3
573,scope,3
574,scope,3
Tusculanum,loc,3
Troas,loc,3
Troja,loc,3
Bribery,pers,3
Albania,loc,3
Nealkes,pers,3
Nemea,loc,3
Neon,pers,3
Ephor,pers,3
Ephor,work,3
Epimenides,pers,3
Epicurus,pers,3
Epidaurus,pers,3
Epikrates,pers,3
Elea,pers,3
Enyo,pers,3
Nikonides,pers,3
Nestor,pers,3
Nisæa,loc,3
Niger,pers,3
Nikephorium,loc,3
Nausithous,pers,3
Alkimus,pers,3
Albani,pers,3
Pulcher,pers,3
641,scope,3
642,scope,3
630,scope,3
Alexander the Great,pers,3
Alesia,loc,3
Akademus,pers,3
Nikomedia,loc,3
15-17,scope,3
Umbricius,pers,3
Tutula,pers,3
Tyrtæus,pers,3
Typhon,pers,3
Tyrants,work,3
Tyrrhenian,loc,3
Pæonians,pers,3
Queen,loc,3
Pythopolis,loc,3
Pythodorus,pers,3
Pythokles,pers,3
Dromichætes,pers,3
Durazzo,loc,3
Durius,work,3
Caius Fabricius,pers,3
Nikokreon,pers,3
621,scope,3
622,scope,3
611,scope,3
612,scope,3
613,scope,3
614,scope,3
620,scope,3
Echekrates,pers,3
Eagle,work,3
Earth,work,3
Ahala,pers,3
Nymphidius Sabinus,pers,3
Nymphæum,work,3
Nikæa,pers,3
Nikodemus,pers,3
Elephenor,pers,3
Eleius,pers,3
Elmsley,pers,3
Egnatius,pers,3
Ekphanes,pers,3
Eighth,scope,3
Elateia,loc,3
Elatea,loc,3
Puteoli,pers,3
Akastus,pers,3
Akouphis,pers,3
Dioskorides,pers,3
Divinatione,work,3
Diphilus,pers,3
Dodona,loc,3
Dodona,pers,3
643,scope,3
644,scope,3
645,scope,3
646,scope,3
647,scope,3
648,scope,3
600,scope,3
601,scope,3
631,scope,3
632,scope,3
633,scope,3
638,scope,3
639,scope,3
640,scope,3
603,scope,3
604,scope,3
Vergilio,pers,3
Varius,pers,3
Velesius,pers,3
Velia,loc,3
"150,000",scope,3
Dioskuri,pers,3
Odyssey,work,3
Octavianus Cæsar,pers,3
Callisthenes,pers,3
Caesar,pers,3
Demophoon,pers,3
Demostratus,pers,3
Campaign,work,3
"11, 34",scope,3
Vulcan,pers,3
Vulturnus,pers,3
Agraulos,pers,3
Olympian,loc,3
Agylæus,pers,3
Agatharchus,pers,3
Olympian,work,3
On,work,3
Ofella,pers,3
Odeum,work,3
Vercingetorix,pers,3
Vento,pers,3
Venusia,loc,3
Diagoras,pers,3
Psyttaleia,loc,3
Prudent,work,3
Onomasticon,work,3
Onomastus,pers,3
Dikæarchus,pers,3
Diakrii,work,3
"13, 21",scope,3
13-16,scope,3
"12, 15",scope,3
Vestals,work,3
Vibo,loc,3
Vibo,pers,3
626,scope,3
627,scope,3
Publius,work,3
Publius Licinius,pers,3
Psylli,work,3
Dandarii,work,3
Deinias,pers,3
Damophantus,pers,3
Oromasdes,pers,3
Orneus,pers,3
Opheltas,pers,3
Orosius,pers,3
629,scope,3
637,scope,3
623,scope,3
624,scope,3
Decius,pers,3
Aegina,loc,3
Aemilius Paulus,pers,3
Aeschines,pers,3
Afidius,pers,3
Ad Brutum,work,3
Oschophoria,work,3
Ouliades,pers,3
War,pers,3
Virgilia,pers,3
Victory,work,3
Vitellii,work,3
Vindius,pers,3
Vipsanius,pers,3
Virgins,work,3
Delphinium,loc,3
Pro,work,3
Postumus,pers,3
Pothinus,pers,3
Postumius Albinus,pers,3
Porcius,pers,3
Portugal,loc,3
Poseidonia,loc,3
Canopus,loc,3
Oxathres,pers,3
P. Servilius,pers,3
Osca,loc,3
"7,",scope,3
Protagoras,pers,3
Priapus,pers,3
Priene,pers,3
Priscus,pers,3
Xuthus,pers,3
Younger,work,3
Xanthus,pers,3
"12, 18",scope,3
Paccius,pers,3
Paches,pers,3
Pacianus,pers,3
Padua,loc,3
Damoteles,pers,3
Danaus,pers,3
Dandamis,pers,3
Daochus,pers,3
Daphne,pers,3
Cæsar_,work,3
Cannae,loc,3
Zachariæ,pers,3
Pollis,pers,3
Patavium,work,3
Parthia,pers,3
Parnassus,loc,3
Parthenon,work,3
Panopeus,loc,3
Paralus,pers,3
Adeimantus,pers,3
Zeus Ammon,pers,3
Zeuxidamus,pers,3
Xenophilus,pers,3
[,scope,3
Xypete,pers,3
c. 41,scope,3
Pompey,pers,3
Pompeia,loc,3
Cæsar.,pers,3
Curia,work,3
_Tullii_,work,3
"10, 11",scope,3
"10, 17",scope,3
ambitus,pers,3
Zelea,pers,3
Zeugma,pers,3
Canusium,loc,3
Cambyses,pers,3
Damastes,pers,3
D. Junius Silanus,pers,3
Dalmatia,loc,3
Dalmaticus,pers,3
Cyrus,work,3
Cyropædia,work,3
Polemarchus,pers,3
Poliorketes,pers,3
Plataea,loc,3
700,scope,3
Popillius,pers,3
Cornelius Sulla,pers,3
Cornelii,work,3
Cornelius Balbus,pers,3
"7, 20",scope,3
Polydektes,pers,3
Polydorus,pers,3
Polyzelus,pers,3
Polykritus,pers,3
Pliny,pers,3
Polystratus,pers,3
Plin.,pers,3
Culeo,pers,3
Carm.,work,3
Cotylon,pers,3
Peirithois,pers,3
Paseas,pers,3
Pasikrates,pers,3
Acro-Corinthus,loc,3
Actium,pers,3
Paciacus,pers,3
Cappadocian,work,3
Cappadocians,work,3
Cyclops,pers,3
Cydnus,loc,3
Croton,pers,3
Cremona,loc,3
Culleo,pers,3
Philipp.,work,3
Philides,pers,3
Phaselis,loc,3
"9,",scope,3
Persia,pers,3
A. Gabinius,pers,3
Peteus,pers,3
Petelia,pers,3
Phoenicians,pers,3
Abriorix,pers,3
Perpenna,loc,3
Pellene,loc,3
Patronus,pers,3
Acerræ,pers,3
Achæan,pers,3
Acharnæ,pers,3
c. 54,scope,3
"1, 7",scope,3
Pinarius,pers,3
Pissuthnes,pers,3
Pictor,pers,3
Phrearri,pers,3
Phthiotis,pers,3
Physcon,pers,3
Cornelius Nepos,pers,3
Cornificius,pers,3
Cornutus,pers,3
i. 28,scope,3
five-and-twenty,scope,3
citadel,work,3
c. 81,scope,3
c. 78,scope,3
Ægæ,pers,3
Ælius Tubero,pers,3
Ætolia,loc,3
Ægina,pers,3
Æsop,pers,3
",",loc,3
Æropus,pers,3
Æsepus,work,3
Circeii,loc,3
viii,scope,3
thirty-seven,scope,3
twenty,scope,3
three,scope,3
sixty,scope,3
twenty-fifth,scope,3
Æmilianus,pers,3
"1, 3,",scope,3
"1, 4",scope,3
. Julius Cæsar,pers,3
Cato Minor,work,3
Clodianus,pers,3
Claudius Appius,pers,3
Claros,pers,3
Clepsydra,pers,3
Phalinus,pers,3
Philogonus,pers,3
Philologus,pers,3
Pherenikus,pers,3
"8, 9,",scope,3
i. 24,scope,3
i. 25,scope,3
i. 18,scope,3
Asculum,loc,3
Krobylus,pers,3
Kraugis,pers,3
Krause,pers,3
Koalemus,pers,3
Kleomedon,pers,3
Kleonæ,pers,3
Kleodæus,pers,3
Sparton,pers,3
Attilius,pers,3
Athenion,pers,3
Sophene,loc,3
Sophene,pers,3
Skarphia,pers,3
Athamanes,pers,3
Athanis,pers,3
August,scope,3
33-35,scope,3
"3, 7",scope,3
Soul,work,3
Soüs,pers,3
Spercheius,pers,3
Sparamixes,pers,3
Spartan,pers,3
Æneid,work,3
Ænobarbus,pers,3
Æmilia,pers,3
Kleanthes,pers,3
Kleitarchus,pers,3
Kerkyon,pers,3
Kerykes,pers,3
Attica,pers,3
Ægle,pers,2
Ælia,pers,2
", 15",scope,2
Æthra,pers,2
Œneadæ,loc,2
",",pers,2
&,scope,2
. 32,scope,2
Ægialea,loc,2
xxix.,scope,2
xxxi.,scope,2
Ædui,work,2
Ægean,loc,2
Ægeis,pers,2
Cheiron,pers,2
Chariklo,pers,2
Charinus,pers,2
Chelidonian,pers,2
Charonitæ,pers,2
Charops,pers,2
Cevennes,work,2
Cheirones,pers,2
", 20",scope,2
xi,scope,2
xi.,scope,2
xii,scope,2
x. 17,scope,2
x. 4,scope,2
v. 8,scope,2
. 75,scope,2
", vii.",scope,2
vi,scope,2
twenty-sixth,scope,2
twenty-two,scope,2
v. 1.,scope,2
v. 18,scope,2
v. 24,scope,2
three hundred,scope,2
twelfth,scope,2
thirty-seventh,scope,2
Chrysermas,pers,2
Chilon,pers,2
Celer,work,2
Choiac,work,2
Charicatani,pers,2
Chrysermes,pers,2
Chrysis,pers,2
twenty-eight,scope,2
sixty-four,scope,2
the 1st,scope,2
the fifth,scope,2
s. 99,scope,2
third,scope,2
seven,scope,2
seventeen,scope,2
p. 668,scope,2
p. 671,scope,2
p. 60,scope,2
p. 747,scope,2
p. 455,scope,2
"1, 12",scope,2
1 Sat.,scope,2
. 54,scope,2
. 51,scope,2
p. 545,scope,2
p. 49,scope,2
p. 555.,scope,2
p. 556,scope,2
p. 25,scope,2
p. 37,scope,2
p. 183,scope,2
lake,work,2
Chæronea,work,2
Cimbri,pers,2
Chileon,pers,2
Chaeronea,loc,2
Chalastra,loc,2
i. 93,scope,2
i. Solon,scope,2
i. 96,scope,2
i. 47,scope,2
isthmus,work,2
i. 58,scope,2
i. 60,scope,2
i. 68,scope,2
i. 71,scope,2
i. 8,scope,2
i. 80,scope,2
"1, 3",scope,2
"1, 3, 4,",scope,2
. Servilius Isauricus,pers,2
"1, 4,",scope,2
. Licinius,pers,2
i. 29,scope,2
i. 3,scope,2
i. 20,scope,2
i. 36,scope,2
i. 1,scope,2
i. 32,scope,2
i. 101,scope,2
i. 103,scope,2
i.     Numa,scope,2
i. 116,scope,2
i. 118,scope,2
i. 10,scope,2
Cercina,pers,2
Censorship,work,2
Catilin,pers,2
Catilin.,pers,2
Catilina,work,2
Cisalpine,loc,2
Circeo,loc,2
Circus Flaminius,work,2
Citerior,work,2
i. 13,scope,2
five,scope,2
forty-three,scope,2
forty-two,scope,2
eighth year,scope,2
hundred,scope,2
eighty-three,scope,2
eighteenth,scope,2
fifth book,scope,2
eighty,scope,2
fifty-four,scope,2
fifty-six,scope,2
fifty-two,scope,2
eleven,scope,2
ch.15,scope,2
eight,scope,2
"chs,",work,2
c. 80,scope,2
c. 82,scope,2
dorodokia,pers,2
c. 88,scope,2
c. 91,scope,2
c. 77,scope,2
century B.C.,date,2
c. 83,scope,2
c. 56,scope,2
1-4,scope,2
"1, 6",scope,2
Cleanthes,pers,2
Circe,pers,2
Circeii,pers,2
c. 76,scope,2
c. 63,scope,2
c. 64,scope,2
c. 67,scope,2
c. 60,scope,2
c. 71,scope,2
c. 75,scope,2
c. 47,scope,2
"10, 14",scope,2
"10, 16",scope,2
"10, 25",scope,2
"10, 26",scope,2
"1, 9",scope,2
"11, 12, 13,",scope,2
"11, 23",scope,2
"11, 14",scope,2
c. 104,scope,2
c,scope,2
_ viii.,scope,2
"_,",work,2
c. 103,scope,2
Zela,pers,2
Zenodotium,loc,2
Zenodotus,pers,2
Zoroaster,pers,2
Zosime,pers,2
Zumalacarregui,pers,2
Zeuxis,pers,2
Zoilus,pers,2
Xenodochus,pers,2
Xenophantus,pers,2
1124,scope,2
Caulonia,work,2
Clodius Macer,pers,2
Carystus,pers,2
Clœlius,pers,2
Cn,scope,2
Civitas,work,2
Cluverius,pers,2
"11,     13",scope,2
Xucar,work,2
Xylander,pers,2
Zaleukus,pers,2
Zama,loc,2
Xenagoras,pers,2
Xenarchus,pers,2
Vitruvius,pers,2
Vitæ et,work,2
Volsci,work,2
Xanthippides,pers,2
"12, 16",scope,2
"12, 24",scope,2
Vopiscus,pers,2
"11, 24",scope,2
"11, 28",scope,2
Wars,work,2
WILLIAM CLOWES,pers,2
Victories,work,2
Walls,work,2
Coblenz,loc,2
Cocceius,pers,2
Coele,loc,2
Coelius,pers,2
Cloelius,pers,2
Clients,work,2
Cato Major,pers,2
Virginia,loc,2
"13, 25",scope,2
Verrucosus,pers,2
"13, 28",scope,2
Vestals,pers,2
12-14,scope,2
11; iii,scope,2
"12, 13",scope,2
Via,work,2
Vestal,work,2
Vestal Virgins,work,2
Ventidius Bassus,pers,2
Vellutus,pers,2
Verr.,work,2
Verrem,work,2
Verania,pers,2
Vercelli,pers,2
Vercellæ,loc,2
Vargunteius,pers,2
"14, 16",scope,2
Vatia Isauricus,pers,2
Comana,loc,2
Commagene,loc,2
Commagene,pers,2
Commentaries,work,2
Consta,pers,2
Concord,loc,2
Concord,pers,2
Cnaeus,pers,2
"13, 18",scope,2
Vatia,pers,2
"13, 14",scope,2
VIII.,scope,2
Valencia,loc,2
Ubii,work,2
Ulixes,pers,2
Ulpian,pers,2
"15,",scope,2
"15, 16,",scope,2
15-19,scope,2
Usipes,pers,2
"14, 17",scope,2
Usipetes,pers,2
Tyre,pers,2
Tutola,pers,2
Tuttia,loc,2
Tullii,work,2
Tyrus,loc,2
Tænarus,loc,2
Tuder,pers,2
Tudertia,loc,2
Tuditanus,pers,2
"16, 19",scope,2
Castulo,work,2
Castus,pers,2
Catana,pers,2
Carinna,pers,2
Carinnas,pers,2
Copillius,pers,2
Coraes,pers,2
Corfu,loc,2
Corinth,pers,2
Corcyra,pers,2
Tunnondas,pers,2
Tullius Cicero,pers,2
Tusculum,pers,2
Tunis,loc,2
Tristia,work,2
Tritæa,loc,2
Troglodytes,work,2
Trojans,loc,2
Trebonianus,pers,2
Tubertus,pers,2
"17, 23",scope,2
Trebia,work,2
"17, 27",scope,2
"17, 19",scope,2
"16, 25",scope,2
"16, 26",scope,2
"16,",scope,2
Tribunus Plebis,pers,2
Triopian,work,2
Tripylus,pers,2
Trajanus,pers,2
Trallians,work,2
Trebellius,pers,2
Translation,work,2
Trapezus,loc,2
Treatise,work,2
Tityos,pers,2
Cornelius Cossus,pers,2
Cornelius Gallus,pers,2
Corinthians,work,2
Cornelius Laco,pers,2
Consulship,work,2
Cassivelaunus,pers,2
Castlo,loc,2
Castlo,pers,2
Cassii,pers,2
Tinge,pers,2
Tiribazus,pers,2
"18, 21",scope,2
Tisiphonus,pers,2
"17,     19",scope,2
Tisamenus,pers,2
Tisander,pers,2
Tisias,pers,2
Titurius,pers,2
Titurius Sabinus,pers,2
Timæa,pers,2
Timoklea,pers,2
Timesitheos,pers,2
Tifata,pers,2
Tibareni,pers,2
Tibareni,work,2
Timonassa,pers,2
1841,date,2
Carthage,work,2
Carthaginians,pers,2
Carthago,loc,2
Cappadocia,pers,2
Capenates,loc,2
Cotta,work,2
Crassus Dives,pers,2
Tiberius Sempronius,pers,2
Tidius,pers,2
17th,scope,2
Tigurini,pers,2
Tigurini,work,2
Tigranes,loc,2
Three,work,2
Tigris,pers,2
Thurian,pers,2
"2, 36",scope,2
"2, 14",scope,2
"2, 18",scope,2
Thyestes,pers,2
Thriasia,loc,2
Thuc.,pers,2
Thuro,pers,2
Thimbron,pers,2
Thyrea,loc,2
Thousand,work,2
Thoas,pers,2
Thodippus,pers,2
Thermodon,loc,2
Thersippus,pers,2
Thracian,loc,2
"20, 25",scope,2
"20,",scope,2
"20, 21",scope,2
Thessalian,loc,2
Thessalonike,loc,2
Thessalus,loc,2
Theseus',pers,2
Crœsus,pers,2
Cuma,loc,2
Crimea,loc,2
Crassus.,pers,2
Cumæi,pers,2
Cunaxa,loc,2
Crown,work,2
Cos,pers,2
Cosconius,pers,2
Carpus,pers,2
Theodotes,pers,2
Theokritus,pers,2
Thebe,pers,2
Thebes,pers,2
Themistocles,pers,2
Thermaic,loc,2
Theomnestus,pers,2
Thallus,pers,2
Thalæa,pers,2
Theorus,pers,2
Thargelia,pers,2
Thais,pers,2
"2, c. 41",scope,2
Thargelion,pers,2
Thasian,pers,2
Thasos,loc,2
Teratius,pers,2
Thearidas,pers,2
Caraca,pers,2
Curtius,pers,2
Camurius,pers,2
Cydnus,work,2
Curtius,loc,2
Crastinus,pers,2
Cratippus,pers,2
Cretan,pers,2
Tenos,loc,2
Tetrapolis,loc,2
Telesippa,pers,2
Tegeans,work,2
Tethys,pers,2
"23, 26",scope,2
"22, 23",scope,2
"20, 30",scope,2
Telestus,pers,2
Teleutias,pers,2
Telmessus,pers,2
Telephus,pers,2
Temple,loc,2
Tenedos,loc,2
Tenedos,pers,2
Tarrutius,pers,2
Tarquins,pers,2
Tarquins,work,2
Taygetus,pers,2
Teanum,loc,2
Tectosages,work,2
Taurion,pers,2
Taurus,loc,2
26-28,scope,2
Cytheris,pers,2
Cyzicus,loc,2
Cæsar Octavianus,pers,2
Cybele,loc,2
Caprarii,pers,2
Capitoline,work,2
Tanusius,pers,2
"23, 27",scope,2
Tarpeian,work,2
Tarcondemus,pers,2
Syrian,work,2
Syrmus,pers,2
Tacita,pers,2
Talasio,pers,2
Symbolum,pers,2
Sybarites,pers,2
Symbolum,loc,2
Syracusans,pers,2
Symposiaca,work,2
Suevi,pers,2
29th of May,scope,2
"29, 30",scope,2
Supplement,work,2
Susamithres,pers,2
"3, 16",scope,2
"3, 24",scope,2
"3, 4,",scope,2
Sucro,pers,2
Stratonikus,pers,2
Sueton,pers,2
Strymon,work,2
Sueton,loc,2
Canutius,pers,2
D. Junius,pers,2
Camden,pers,2
Calpus,pers,2
Damokrates,pers,2
Damonides,pers,2
Cyrnus,pers,2
Cyrnus,work,2
Cyrus,loc,2
Damippus,pers,2
Damokleides,pers,2
Stephan,pers,2
Sphairus,pers,2
Sphakteria,loc,2
"31, 36",scope,2
31-33,scope,2
Spurius Carvilius,pers,2
Spinther,work,2
Sporus,pers,2
Springs,work,2
Sossius Senecio,pers,2
Spurius Cassius,pers,2
Spurius Postumius,pers,2
"3, 5,",scope,2
"3, 6",scope,2
"3, 9, 14",scope,2
Spanos,pers,2
Soli,loc,2
"Soli,",pers,2
Spartan,work,2
Spartans,loc,2
Spendon,pers,2
Solonium,pers,2
Sokles,pers,2
Dardanelles,loc,2
Days,work,2
Darius Nothus,pers,2
Daskylitis,pers,2
Davis,pers,2
Canus,pers,2
Cannicius,pers,2
"Cæsar_,",work,2
"320,000",scope,2
Sophrosyne,pers,2
Skiraphidas,pers,2
Skellius,pers,2
Skillustis,pers,2
Skione,pers,2
Sinnaca,pers,2
Sippius,pers,2
Sinora,pers,2
Skandeia,loc,2
Sinuessa,loc,2
37-39,scope,2
Sikyonians,loc,2
Silanion,pers,2
Simnus,pers,2
Simylus,pers,2
Silicius,pers,2
Silo,pers,2
Shakespere,pers,2
Silvium,pers,2
Simmias,pers,2
Demeas,pers,2
De Legibus,work,2
Decimus Junius Brutus,pers,2
Deianeira,pers,2
Dechas,pers,2
Deimachus,pers,2
Decimus Brutus,pers,2
Sibyrtius,pers,2
Shakespeare,pers,2
Sibylline,work,2
Sidon,pers,2
Sica,pers,2
Servius Sulpicius,pers,2
Seuthas,pers,2
Seven,work,2
Sextus Julius Cæsar,pers,2
Senatus,pers,2
Senecio,pers,2
Serpent,work,2
Sertorins,pers,2
Serapis,pers,2
Sergius,pers,2
Seguntum,loc,2
"43,",scope,2
Selinus,pers,2
Sella Curulis,work,2
Sempronius Gracchus,pers,2
Senate,pers,2
455,scope,2
447,scope,2
Second Book,work,2
Second Philippic,work,2
Scribonia,pers,2
Sat.,work,2
Satibarzanes,pers,2
Satiphernes,pers,2
Satria,pers,2
4to,scope,2
478,scope,2
Camerinum,pers,2
Camerium,loc,2
Campagna,work,2
Campania,work,2
Delos,pers,2
Caius Memmius,pers,2
Caius Oppius,pers,2
Delphian,work,2
Delphians,loc,2
Demaenetus,pers,2
Demagoras,pers,2
"5, 10",scope,2
Scanderoon,loc,2
Schæfer,pers,2
Salvenius,pers,2
"5, 22",scope,2
Samon,pers,2
Samosata,loc,2
"5, 7",scope,2
Sapiens,pers,2
Sappho,pers,2
Saguntia,loc,2
Saguntum,loc,2
Sais,pers,2
Salovius,pers,2
Salinæ,pers,2
Salius,pers,2
Sallust,pers,2
Rutilius Rufus,pers,2
Saloniki,loc,2
517,scope,2
519,scope,2
508,scope,2
Demonax,pers,2
Demophilus,pers,2
Demiurgi,pers,2
Demokleides,pers,2
Demopolis,pers,2
Demus,pers,2
Demokritus,pers,2
Demoleon,pers,2
Densus,pers,2
Derketæus,pers,2
Derkyllidas,pers,2
Calvisius Sabinus,pers,2
SONS,work,2
STREET,scope,2
STREET,work,2
Sacred War,work,2
Sadalas,pers,2
Roscia,work,2
Rostra,pers,2
525,scope,2
527,scope,2
Riccia,work,2
5-9,scope,2
540,scope,2
541,scope,2
Caius Acilius,pers,2
Callaicus,pers,2
Callimachus,pers,2
Callistus,pers,2
Dicomes,pers,2
Caesar Augustus,pers,2
Caieta,pers,2
Dictionary of,work,2
Didymus,pers,2
Dig.,work,2
Dikaearchus,pers,2
Romanus,pers,2
Roman,pers,2
Rhodon,pers,2
Rome,pers,2
56-58,scope,2
Rhodogoune,pers,2
Rhoeteum,loc,2
Rhone,loc,2
Rhus,loc,2
Rhodian,loc,2
Rhymnitalkes,pers,2
"6, 17",scope,2
"6, 26",scope,2
"6, 28",scope,2
Rhamnenses,pers,2
Quæstiones,work,2
Quæstor,work,2
Rapax,pers,2
Rasche,pers,2
Quirinalis,work,2
Quintum Fratrem,work,2
Rein,pers,2
Remonium,pers,2
Ravenna,pers,2
610,scope,2
616,scope,2
Quintio,pers,2
Quintius,pers,2
Dion Cassias,pers,2
Dindymene,pers,2
Dialogue,work,2
Dionysodorus,pers,2
Calaici,pers,2
Dexithea,pers,2
Diadematus,pers,2
618,scope,2
Quintus Metellus,pers,2
Quirinal,work,2
Q. Lutatius Catulus,pers,2
Q. Metellus,pers,2
Q,work,2
Quadrans,work,2
Q. Cæcilius,pers,2
Questions,work,2
Quinda,loc,2
Q. Pedius,pers,2
Pythagoreans,work,2
Quadrata,work,2
Pytholaus,pers,2
Pythian Apollo,pers,2
Pupius Piso,pers,2
Pæania,loc,2
649,scope,2
Pydna,pers,2
Dioscuri,pers,2
Doris,loc,2
Diphridas,pers,2
Dipylum,loc,2
Diophantus,pers,2
Divorce,work,2
Diphilides,pers,2
Dindymus,pers,2
Diogeiton,pers,2
Diokleides,pers,2
Doctrina Num.,work,2
Pylus,loc,2
Pyanepsion,pers,2
Pyrenees,loc,2
