entity_text,label,count
Double-Gate,work,1
Douro,loc,1
Dr.,pers,1
Proconsulship,work,1
Prokonessus,loc,1
Præfectus Annonæ,pers,1
Caius Lælius,pers,1
Caius Mancinus,pers,1
Caius Marcellus,pers,1
Caius Marcius,pers,1
Caius Cornelius,pers,1
Caius Crassianus,pers,1
Caius Hostilius,pers,1
Caius Annius,pers,1
C. Cæsar,pers,1
C. Julius Cæsar,work,1
C. Lewis,work,1
C. Licinius Macer,pers,1
C. Marcellus,pers,1
Caius Julius Cæsar Octavianus,pers,1
Caius Junius,pers,1
Caius Lusius,pers,1
Dorian,pers,1
Dorians,loc,1
Dorians,pers,1
Dolônes,pers,1
Domain,work,1
Domestic,pers,1
Dominus,pers,1
Domitianus,pers,1
Psylli,pers,1
Prætor Vetus,work,1
Prætorian Guard,work,1
Prætors,pers,1
Domitius Calvisius,pers,1
Domitius Nero,pers,1
Domo,work,1
Donatus,pers,1
Publilia,work,1
Pyramus,pers,1
Pyramus,work,1
Pyrrh.,pers,1
Pylades,pers,1
Pylos,pers,1
Pyramia,loc,1
Pyramia,pers,1
Publius Casca,pers,1
Publius Consta,pers,1
625,scope,1
67-73,scope,1
Publius Cornelius Scipio,pers,1
Ptoüm,work,1
Publicani,pers,1
Publicius,pers,1
Publius Crassus,pers,1
Publius Licinius,work,1
Publius Licinius Crassus,pers,1
Publius Nasica,pers,1
Publius Nigidius,pers,1
Publius Sextius,pers,1
Publius Antonius,pers,1
Publius Barinus,pers,1
Publius Silo,pers,1
Publius Valerius,pers,1
Publius Valerius Publicola,pers,1
Publius Varinius,pers,1
Publius Venturius,pers,1
Publius Villius,pers,1
Publius Villius Tappulus,pers,1
Publius Volumnius,pers,1
Pyanepsion,work,1
"61, 66",scope,1
61-66,scope,1
6000,scope,1
64-69,scope,1
Pydna Antigonus,loc,1
Punic,work,1
Punic War,work,1
Discord,pers,1
Diopolis,pers,1
Dioscurias,pers,1
Doris,pers,1
Dos,pers,1
Dos.,work,1
Double,work,1
Double Gate,work,1
Dogs' Heads,work,1
Dium,loc,1
"Dium,",pers,1
Dives,pers,1
Divination,work,1
Dipylum,work,1
Dirke,pers,1
Dirké,pers,1
Pyramids,work,1
Puteoli,work,1
Pyanepsion,loc,1
Diokleides,work,1
Diyarbeker,pers,1
Doctrines,pers,1
Dog,work,1
Dog's Heads,work,1
Quinctius,pers,1
Quinctius Cincinnatus,work,1
Q. Oppius,pers,1
Q. Servilius,pers,1
Q. Servilius Cæpio,pers,1
"Q., i.",work,1
Quadranteria,work,1
Q. Considius,work,1
Pythium,work,1
Pytho,pers,1
Pythodoris,pers,1
Pythagorean,pers,1
Pythagoreans,pers,1
Pythian,loc,1
Quaestor,pers,1
Queen,pers,1
Pæstum,loc,1
Pæstum,work,1
Pythokleides,pers,1
Pythokleides,work,1
Pythonike,pers,1
Pythian Apollo,work,1
Pythionike,pers,1
Pythium,pers,1
Punjaub,work,1
Punta,work,1
Purification,pers,1
Puteoli,loc,1
Pæanian,pers,1
Pæon,pers,1
Pæonia,pers,1
Pæonians,loc,1
Quintus Arrius,pers,1
Quintus Aurelius,pers,1
Quintus Capitolinus,pers,1
Quintus Cassius,pers,1
"6, 21",scope,1
"6, 21, 23",scope,1
"6,     18, 31, 39; ii",scope,1
"6, 10, 18, 19,",scope,1
Quintus Hortensius,pers,1
Quintus Ligarius,pers,1
Quintus Marcius,pers,1
Quintus Metellus Pius,pers,1
Quintus Mucius Scævola,pers,1
Quintus Mummius,pers,1
Quintus Ambustus,pers,1
Quintus Antyllius,pers,1
Quintus Pompeius,pers,1
Quintus Sertorius,pers,1
Quintus Sulpicius,pers,1
Quintus Titius,pers,1
Quintus Valerius,pers,1
Quintus Æmilius,pers,1
Quintus',pers,1
Quintus Fulvius,pers,1
Q. Cæcilius Metellus Celer,pers,1
Q. Cæpio Brutus,work,1
Q. Fabius,work,1
Q. Fufius,work,1
Pætus,pers,1
Pélates,pers,1
Q. Catulus,pers,1
Q. Cicero,pers,1
Dion.,work,1
Dion; ii,pers,1
Dionassa,pers,1
Dionassa,work,1
Dion,loc,1
Dion Cass.,work,1
62-66,scope,1
Quintus Fabius Maximus,pers,1
Dexius,pers,1
Deïoneus,pers,1
Diadematus,work,1
Dionys.,pers,1
Dionysia,work,1
Dionysius,work,1
"Dion,",work,1
Dion.,pers,1
Calauria,pers,1
Calendar,work,1
Calenus.,pers,1
Caius Sulpicius,pers,1
Caius Trebonius,pers,1
Caius Veturius,pers,1
Caius Villius,pers,1
Calabria,work,1
"6, 10, 18, 22, 29",scope,1
"6, 10, 19,",scope,1
"6, 11, 13, 20",scope,1
"6, 11, 27",scope,1
618] LXIX,scope,1
Calphurnia,loc,1
Calamatius,pers,1
Calatianus,pers,1
Rhenus,loc,1
Rhenus,pers,1
Rhamnusian,work,1
Rhegines,pers,1
Rhegines,work,1
Researches,work,1
Responsis,work,1
Results',work,1
Raudii,pers,1
Quirinalis,pers,1
Quirites,work,1
Rhegium,pers,1
Rheinlande,work,1
Rhenea,loc,1
Rhenea,pers,1
Rheni,loc,1
Regent,pers,1
Regia,work,1
Regulators,pers,1
ROMAN,loc,1
Rabelais,pers,1
Racca,loc,1
Ranunculaceae,work,1
Ratumena,pers,1
Quinda,pers,1
Quintius Capitolinus,pers,1
Quintus,work,1
Remonia,pers,1
Remonium,work,1
Remurium,work,1
Red-haired,work,1
Rees',pers,1
Repose,work,1
Republic,work,1
Republican,work,1
Rerum Natura,work,1
Rhymitalkes,pers,1
Rhyndakus,loc,1
Rhyndakus,pers,1
Rhyntakes,pers,1
"6, 14",scope,1
"6, 14,",scope,1
"6, 18, 33",scope,1
"6, 19",scope,1
Reone,work,1
Repetundis,work,1
Repetundæ,pers,1
Repetundæ,work,1
6-15,scope,1
"6-8, 31",scope,1
"6, 22, 38",scope,1
"6, 27",scope,1
"6, 31,",scope,1
"6, 5",scope,1
"6, 7,",scope,1
"6, 13",scope,1
Retreat,work,1
Revilius,pers,1
Revillus,work,1
"6, 7, 22",scope,1
"6, 7, 9,",scope,1
"6, 80",scope,1
"6, 9",scope,1
"6, 9, 12, 13,",scope,1
Roman History,work,1
Romans,loc,1
Romans,work,1
Riviera,work,1
Rock,work,1
Roemische,pers,1
Rogatio,work,1
Rogations,work,1
Rhodanus,pers,1
Romanus Ager,pers,1
Romanæ,work,1
Rome.,loc,1
Romis,pers,1
Romuli,work,1
Roma,work,1
Roman,work,1
Rhodians,loc,1
Rhodians,pers,1
"52,",scope,1
52-54,scope,1
52-56,scope,1
52-63,scope,1
Rhetras,pers,1
Rhodanus,loc,1
Rhætian Alps,work,1
Rhône,loc,1
Rhodus,pers,1
Rhoesakes,pers,1
Rhossas,loc,1
Rhossus,pers,1
Rhodian,pers,1
Rhodian,work,1
"5-15, 25",scope,1
5.46,scope,1
5/6,scope,1
53-58,scope,1
Roma,loc,1
Rignarium,pers,1
Rignarium,work,1
Rimini,loc,1
Caius Cassius,pers,1
Cagliari,loc,1
Caieta,loc,1
Caieta,work,1
Callaici,pers,1
Callaici,work,1
Callisto,pers,1
"5, c. 34",scope,1
Dictionary of Antiquities,work,1
Dicæarchia,loc,1
Didyma,loc,1
Diamperes,pers,1
Diana,work,1
Diary,work,1
Dibolia,pers,1
Caius Canuleius,pers,1
"5, 8",scope,1
"5, 9,",scope,1
Didyma,pers,1
Dieutychides,pers,1
Dijon,loc,1
Dikæarchia,pers,1
Dikæarchia,work,1
Dictator Cæsar,work,1
Sacred Road,work,1
Sacred Way,work,1
Sacriportus,loc,1
Saculio,pers,1
Sabbath,work,1
Sabine,work,1
Sabines,loc,1
Sabines,work,1
Roth,pers,1
Rough,work,1
Roumilia,pers,1
Romulus',pers,1
Rone,loc,1
Roscii,pers,1
Sacred Hill,work,1
Sacred Mount,work,1
Roxanes,pers,1
Rualdus,pers,1
Rubico,pers,1
Rubicon,pers,1
Rubicon,work,1
Rubino,pers,1
Roscius Otho,pers,1
Rosellini,pers,1
Rimini,pers,1
Ritter,pers,1
River,work,1
Rivers,work,1
Ruhnken,pers,1
Rullus Maximus,pers,1
Rumilia,pers,1
Ruminalis,pers,1
Denarii,pers,1
Denarius,pers,1
Demophanes,pers,1
Demophon,pers,1
Demetrion,pers,1
Demoi,work,1
"5, 17",scope,1
"5, 17, 25",scope,1
Dekarchies,pers,1
Deliciæ,pers,1
Delium,pers,1
Derkyllus,pers,1
Descending,work,1
Description,work,1
Deucalion,pers,1
Demænetus,pers,1
"5, 16, 20",scope,1
"5, 16, 26",scope,1
Cambray,pers,1
Cambridge,loc,1
Delphi,pers,1
Delphi.,loc,1
Deioneus,pers,1
Deirades,pers,1
Sacco,work,1
S.E.,scope,1
Sa,loc,1
"5, 27",scope,1
"5, 27,     28",scope,1
"5, 14, 23",scope,1
"5, 15, 24",scope,1
"5, 16",scope,1
Saguntum,pers,1
Saguntum,work,1
Sapha,pers,1
Samothrakia,loc,1
Samsun,pers,1
Samuel Gale,pers,1
Sandgate,loc,1
Sapha,loc,1
Salatto,pers,1
Salenæ,loc,1
Salii,loc,1
Salii,pers,1
Sages,work,1
Sagra,loc,1
Sagra,pers,1
Saguntini,work,1
Salonæ,loc,1
Saltus Pyrenæus,work,1
Salinator,pers,1
Salinæ,work,1
Sallutio,pers,1
Salo,work,1
Saint-Martin,pers,1
Sais,loc,1
"5, 18",scope,1
"51, iv",scope,1
Ruminalius,pers,1
Rumour,work,1
Rupilius,pers,1
Röm.,pers,1
S.,pers,1
Salonina,pers,1
Schiraz,pers,1
Schäfer,pers,1
Scipio,work,1
Savoy,loc,1
Saxa,pers,1
Scaevola,pers,1
Scarpus,pers,1
Scauri,pers,1
Samothrace,work,1
Saluvii,loc,1
Salyes,loc,1
Sambre,work,1
Samians,loc,1
Samnite,work,1
Schiller,pers,1
Schirach,pers,1
"5, 31",scope,1
"5, 33",scope,1
"5, 34",scope,1
"5, 35",scope,1
"5, 22, 24",scope,1
"5, 22, 25",scope,1
"5, 25",scope,1
Samothrace,pers,1
"5, 37",scope,1
"5, 46",scope,1
"5, 53",scope,1
"5, 6, 12,",scope,1
"5, 7, 16",scope,1
"5, 27, 28",scope,1
"5, 28, 30",scope,1
"5, 30",scope,1
Cameria,pers,1
Camerium,pers,1
Camillus,loc,1
Campagna di,work,1
Calvinus Lucius,pers,1
"5, 10, 18",scope,1
"5, 11",scope,1
"5, 14, 21, 23",scope,1
Caius Paccianus,pers,1
Caius Piso,pers,1
Caius Popilius,pers,1
Campania,pers,1
Campanians,loc,1
Campanus,work,1
Campi Philippi,work,1
Campus,loc,1
Delphian,loc,1
Delphic,loc,1
Delius,pers,1
Delius Tubero,pers,1
Calaici,work,1
Calamarcus,pers,1
Caius Minucius,pers,1
Caius Mummius,pers,1
Saturnalia_,work,1
Satyreius,pers,1
Satyros,loc,1
46-52,scope,1
46-53,scope,1
"5,     8",scope,1
"5, 10,",scope,1
"5, 10, 11",scope,1
Scipio Metellus,pers,1
Scipio Nasica,pers,1
Scipio.,pers,1
Scipiones,work,1
Scribonia,loc,1
Sempronius Asellio,pers,1
Sempronius Densus,pers,1
Semproniæ Leges,pers,1
"41, c. 16",scope,1
"41, c. 39",scope,1
"41, c. 45",scope,1
41-43,scope,1
45-48,scope,1
"45, c. 17",scope,1
"44,",scope,1
Scythes,pers,1
Scythians,loc,1
Scæva,loc,1
Scribonius,pers,1
Scrofas,pers,1
Scylla,loc,1
Scylla,pers,1
40° 15' N.,scope,1
"41, 45",scope,1
4; iii,scope,1
4th,scope,1
"49, c. 15",scope,1
48-50,scope,1
"47,",scope,1
Satureius,pers,1
Sebaste,pers,1
Scythia,work,1
Seismatia,pers,1
Selene,pers,1
Seriphus,pers,1
Sermons,work,1
Sert,pers,1
Seranus,pers,1
Serbonian,pers,1
Sergius Galba,pers,1
"4, 32",scope,1
"4, 38",scope,1
"43, c. 31",scope,1
"43, iv.",scope,1
Secundus,pers,1
Segni,pers,1
Segontia,work,1
Seine,work,1
Seleukia,pers,1
"4, c. 7",scope,1
"4, 17",scope,1
"4, 20",scope,1
"4, 23",scope,1
"4, 24",scope,1
"4, 25",scope,1
"4, 27",scope,1
Senators,pers,1
Selymbria,loc,1
Semideus,pers,1
Sempronia,loc,1
Sempronia,pers,1
Selenkus,pers,1
Seleucus,pers,1
Seleucus Nicator,pers,1
Sextius Calvinus,pers,1
Sextius Sulla,pers,1
Sextus Julius,pers,1
Sextus Lucinus,pers,1
Sextus Pompeius,pers,1
Sextus Ælius,pers,1
Setia,pers,1
Seventh Book,scope,1
"4, 8",scope,1
"4, 9, 12",scope,1
"4, 9, 12,",scope,1
Sequani,pers,1
Senones,pers,1
Senones,work,1
Septa,work,1
Septem,work,1
"403, ii",scope,1
"40, c. 48",scope,1
"40, c. 53",scope,1
40-43,scope,1
4000,scope,1
401 B.C.,date,1
"4, 39",scope,1
"4, 6, 12",scope,1
Seriphian,pers,1
Seriphos,pers,1
September,loc,1
September 21st,scope,1
39° 47' N. lat.,scope,1
38° 54' N. lat.,scope,1
"39,",scope,1
"39, iv.",scope,1
Sibyls,work,1
Sibyrtus,loc,1
Sibystius,pers,1
Sezza,loc,1
Shades,work,1
Damyrias,loc,1
Damyrias,pers,1
Dandamris,pers,1
Siceliots,pers,1
Sicilia,pers,1
Sicilians,loc,1
Sicilies,loc,1
Sicily,pers,1
Sibyl,pers,1
Sibyl,work,1
Sibyllini,pers,1
Servilius Rullus,pers,1
Servius Tullius,pers,1
Sicinius Vellutus,pers,1
Sicyon,loc,1
Sidon,loc,1
Sigambri,pers,1
Sigeium,loc,1
Sicanus,loc,1
Seville,loc,1
Servus,pers,1
Sesia,work,1
Sessorium,work,1
Sestio,work,1
Setia,loc,1
Servilianus,pers,1
Servilius Isauricus,pers,1
Silvium,loc,1
Simaetha,pers,1
Simias,pers,1
Sillakes,work,1
Silli,work,1
Silvia,loc,1
Silvia,pers,1
Sikyonian,pers,1
Dead,work,1
Deal,loc,1
Demariste,pers,1
Demeter,work,1
Demetria,pers,1
Demetrian,pers,1
Shaw,pers,1
Shore,work,1
Decidius Saxa,work,1
Decies,work,1
Decies.,pers,1
De Offic.,work,1
De Officiis,work,1
De Sera Numinis Vindicta,work,1
De Viris Illustribus,work,1
Dea,work,1
Deidameia,loc,1
Deinomache,pers,1
Decimus Albinus,pers,1
Decimus Junius,pers,1
Decimus Junius Silanus,pers,1
Dediticii,pers,1
December,work,1
Decidius,pers,1
Signia,loc,1
Signia,pers,1
Sikelos,pers,1
Siwah,pers,1
Siwah,work,1
Sixth,scope,1
Sixth Book,scope,1
Skambonidæ,work,1
"4,     21",scope,1
"4,     38",scope,1
"4,     7",scope,1
"4, 10",scope,1
Silanus Junius,pers,1
Silence,pers,1
Sigliuria,loc,1
Sigliuria,pers,1
"4, 11",scope,1
"4, 11, 31",scope,1
"4, 13, 19",scope,1
"4, 14,     18,",scope,1
"4, 15, 17, 19",scope,1
"4, 16, 40",scope,1
3] XXIV,scope,1
3rd,scope,1
Sikyonians,pers,1
37th,scope,1
37° N.,scope,1
"37, c. 35",scope,1
"37, c. 40",scope,1
"37, c. 41",scope,1
"4, 10, 36",scope,1
"4, 10, 65",scope,1
Skottusa,loc,1
Skythes,pers,1
Skiathus,loc,1
Skiathus,pers,1
Skiradion,loc,1
"36,",scope,1
"36, c. 27",scope,1
"35, c. 3",scope,1
Slave,pers,1
Social,work,1
Socii,pers,1
Socii,work,1
Socius,pers,1
Skirophorion,pers,1
Skopads,work,1
Skopas,pers,1
Sinoria,loc,1
Sinti,work,1
Simætha,pers,1
Sinab,loc,1
Singularis,work,1
Sinhorium,pers,1
Sinnaca,loc,1
Sinnaca,work,1
Skapte,loc,1
Sintonis,pers,1
Sir,pers,1
Siris,loc,1
Siris,pers,1
Sisymithres,loc,1
Sinope.,loc,1
Sinorega,pers,1
Sophist,pers,1
Sophists,pers,1
Soloi,loc,1
Soloi,pers,1
31-34,scope,1
349-348,scope,1
"35,",scope,1
"35, 37",scope,1
Skapte Hyle,work,1
Skeiron,loc,1
Skenite,pers,1
Skepsis,loc,1
Sorix,pers,1
Sosigenes,pers,1
Sonchus,pers,1
Sopheni,pers,1
"34, 43",scope,1
"34, c. 19",scope,1
36° 12' N. lat,scope,1
"37,",scope,1
"37, 45",scope,1
"36, c. 6, 7",scope,1
36-40,scope,1
Skiradion,pers,1
"35, c. 5",scope,1
35-39,scope,1
382],scope,1
37° N. Lat.,scope,1
37° N. lat,scope,1
"38, c. 1-7",scope,1
"38, c. 17",scope,1
38-40,scope,1
Dardanus,loc,1
34-44,scope,1
338.,scope,1
"34, 37",scope,1
"34, 40",scope,1
Sonchis,pers,1
Solanus,pers,1
Soldurii,pers,1
De Bello,work,1
Dardarii,pers,1
Dassaretis,pers,1
Dat.,work,1
Datis,pers,1
Danube,loc,1
Daphne,loc,1
Daphne,work,1
Cææar,pers,1
Cœlius Caldus,pers,1
D,pers,1
Datus,pers,1
Day-book,work,1
De,pers,1
De,work,1
De Bell,work,1
"35, c. 2",scope,1
Cantharus,pers,1
Canuleia,loc,1
"Canus,",pers,1
Caninius Revilius,pers,1
Canis,pers,1
Cæsarians,pers,1
Cæsars,pers,1
Soul,pers,1
Spurius Mælius,pers,1
Spurius Postumius Albinus,pers,1
Spurius Vettius,pers,1
St. Angelo,work,1
St. James,pers,1
St. Martin,pers,1
Spithridatos,pers,1
"33, 62",scope,1
33-36,scope,1
33-46,scope,1
31st chapter,scope,1
"32, 48",scope,1
Spain.,loc,1
Soso,pers,1
Sotion,pers,1
"30,000",scope,1
30-55,scope,1
"3, 6,",scope,1
"3, 74",scope,1
"3, 8",scope,1
"3, c. 4",scope,1
"33, 2",scope,1
"33, 40",scope,1
Solis,pers,1
Spartianus,pers,1
Spalding,pers,1
Spanish,loc,1
Spartan,loc,1
South,loc,1
Southern,loc,1
Southern,work,1
Stiria,loc,1
Stoic,pers,1
Stoics,pers,1
Steiris,loc,1
Steiris,pers,1
Stasikrates,pers,1
Stator,work,1
Stayer,work,1
"30, 31",scope,1
"30, 55",scope,1
Spithridates,work,1
Sphakteria,pers,1
Sphettus,loc,1
Sphines,pers,1
Stettin,loc,1
Stilbides,pers,1
"3, 12, 13",scope,1
"3, 12, 16",scope,1
"31, 42",scope,1
"31, c. 11.",scope,1
"31, c. 14",scope,1
"3, p. 695",scope,1
"3,000,000",scope,1
3-8,scope,1
Sporus,work,1
Spurinna,loc,1
Spicilius,pers,1
Spirit,work,1
"3, 18",scope,1
"3, 18, 21",scope,1
"3,     14, 37, 74",scope,1
"3,     18, 19",scope,1
Stageira,loc,1
Stageira,pers,1
Stagnum Lucanum,work,1
Stakes,work,1
Suero,loc,1
Suet.,pers,1
Sueton.,pers,1
Suetonius Paulinus,pers,1
Canusium,pers,1
Capaccio,pers,1
Capaneus,pers,1
Cape Miseno,work,1
Canopus,work,1
Canopus',loc,1
Cantabri,work,1
Stage,work,1
Damagoras,pers,1
Damascus,pers,1
D'Anville,pers,1
D.,pers,1
Calphurnii,pers,1
Calphurnius,pers,1
Calpurnia,loc,1
Calpurnius Piso Frugi,pers,1
Sta,loc,1
Stadium,work,1
Cyrrhestica,loc,1
Cyrtus,pers,1
Damokleides,work,1
Damokles,pers,1
Daktyli,work,1
Daldianus,pers,1
"3, 16, 20",scope,1
"3, 16, 25",scope,1
Stroebus,pers,1
Stone,work,1
Strabo,loc,1
Strangers',work,1
Stratagem_,work,1
Stratagemata,work,1
"3, 2",scope,1
"3, 27",scope,1
"3, 28",scope,1
"3, 29",scope,1
"3, 30",scope,1
"3, 13, 19, 32",scope,1
"3, 14",scope,1
"3, 15, 29",scope,1
"29, 54",scope,1
"3, 36",scope,1
"3, 4, 14",scope,1
"3, 4, 5,",scope,1
"3, 4, 6",scope,1
"3, 4, 6,",scope,1
"3, 5",scope,1
"3, 19",scope,1
Strymon,pers,1
Strœbus,pers,1
Stymphæa,loc,1
Stymphæa,pers,1
Sucro,loc,1
Stratagems,work,1
Strategus,pers,1
"29, 37",scope,1
Suillii,pers,1
Sula,pers,1
Sulia,pers,1
Sulis,pers,1
Syriac,pers,1
Syrian,pers,1
Symphorium,work,1
Synonyms,work,1
28th,scope,1
28th May,scope,1
"29,",scope,1
"29, 36",scope,1
Sulpicius Galba,pers,1
Suevi,work,1
Sugambri,work,1
Suidas,pers,1
Sulla,work,1
Sulla ch.,pers,1
Sulla'a,pers,1
27-35,scope,1
29th,scope,1
2nd,scope,1
"29, c. 10",scope,1
29-33,scope,1
Sura,work,1
Surena,loc,1
Sumptuary,work,1
Sun,work,1
Sunium,loc,1
Sunium,pers,1
Suppliants',work,1
Supplicatio,work,1
Takt,pers,1
Talamone,pers,1
Talaura,loc,1
Tac.,pers,1
Taenarum,loc,1
Tagonius,loc,1
Tagonius,pers,1
System,work,1
Sutrium,pers,1
Swallow,work,1
Swallow Islands,work,1
Swarthy,work,1
Swift,pers,1
Swift,work,1
Switzerland,loc,1
Tajo,work,1
"25, 34",scope,1
"28, c. 9",scope,1
28-32,scope,1
28-36,scope,1
26th,scope,1
"27, 30",scope,1
27-29,scope,1
Symphorium,pers,1
Synorium,pers,1
Syphax,pers,1
Sybaris,loc,1
Sybarite,work,1
Sylla,pers,1
24th,scope,1
"25, 26, 27",scope,1
"25, 28",scope,1
"26,",scope,1
"26,     50",scope,1
"26, 27, 29",scope,1
"26, 28",scope,1
"26, 29",scope,1
Cappadocians,pers,1
Caprotinae,pers,1
Caprotinae,work,1
Tantalus,pers,1
Tanusius Geminus,pers,1
"23, 29",scope,1
"23, 30",scope,1
23-25,scope,1
23-27,scope,1
23-28,scope,1
23-32,scope,1
Syrus,loc,1
Syrus,pers,1
Tarquinii,work,1
Tarentine,pers,1
Tarentum.,loc,1
Tanais,pers,1
Tanais,work,1
Tangier,work,1
T.,work,1
T. Quintius,pers,1
T. Taylor,pers,1
Tabriz,loc,1
Tac,pers,1
Tac,work,1
Syrians,work,1
Syrtis,pers,1
"26, c. 48",scope,1
25th,scope,1
"25,000",scope,1
25-29,scope,1
25-31,scope,1
251: Cn,scope,1
"22, 26",scope,1
"22, 27",scope,1
Cædicius,pers,1
Cælius Caldus,pers,1
Cæninum,loc,1
Cyzicenians,loc,1
Cyzicus,pers,1
Cæcilii,pers,1
Cæcilii,work,1
"26, 36",scope,1
Curetes,pers,1
Curiata,work,1
Currus,pers,1
Cæpio Brutus,work,1
Cæsar Augustus,pers,1
Cæcilius Metellus,pers,1
Cæcus,pers,1
Cæcus B.C. 312,date,1
Caprotinæ,pers,1
Caprotinæ,work,1
Capitæ,loc,1
Capitæ,work,1
Capo delle Colonne,work,1
Cyclades,loc,1
Cures,loc,1
Cures,pers,1
Temple of,work,1
Ten,work,1
Ten Thousand,scope,1
Temenites,pers,1
Temenitid,pers,1
Temenitid,work,1
"Teles,",pers,1
Telesides,pers,1
Taurida,loc,1
Tarragona,loc,1
Taurea,pers,1
Tarquinius Collatinus,pers,1
Tarquinius Priscus,pers,1
Tarracina,work,1
Tarraco,loc,1
Tempe,work,1
Talaura,pers,1
Talauria,pers,1
Tales,work,1
Talymenus,pers,1
Tamynæ,loc,1
Tamyæ,pers,1
Tanagra,work,1
Tearless,work,1
21; ii,scope,1
23rd,scope,1
23rd of May,scope,1
"24,",scope,1
"24, 25",scope,1
24-26,scope,1
Tappulus,work,1
Taranto,loc,1
Testamentum,work,1
Terentia.,pers,1
Terentius Culeo,pers,1
Terentius Varo Lucullus,pers,1
Terentius Varro Lucullus,pers,1
Tenetheri,pers,1
Tenteritæ,work,1
Cremona,pers,1
Telamo,pers,1
Teutobocus,pers,1
Teverone,pers,1
Teverone,work,1
Terminus,pers,1
Terminus,work,1
Terracina,pers,1
Terracina,work,1
22-27,scope,1
21st,scope,1
"22,     24",scope,1
"22,     26,",scope,1
"22, 25",scope,1
Tegyra,pers,1
Teians,pers,1
Telamo,loc,1
"20,000",scope,1
20-22,scope,1
"20-24,",scope,1
"20-24, 27",scope,1
"200,000",scope,1
"22_, c. 20",scope,1
"22, 30",scope,1
22-24,scope,1
Teracina,loc,1
Thasus,loc,1
The,work,1
Theagenes,pers,1
Theban,work,1
Thebans,pers,1
Thargelion.,pers,1
Thasians,pers,1
Candavia,loc,1
Canethus,pers,1
Capua,pers,1
Carales,pers,1
Carbos,pers,1
Carbos,work,1
Carcathiocerta,pers,1
Teos,loc,1
Cyprian,loc,1
Curtian,pers,1
Curule,work,1
Curulis,pers,1
Cannæ,pers,1
Cannæ,work,1
Camulatus,pers,1
Camulatus,work,1
Cretan,loc,1
Cyprians,loc,1
Cyreneans,pers,1
Cyrenæans,work,1
Cyrneus,pers,1
Cyrnus,loc,1
Cyclades,pers,1
Cyclops,work,1
Thales,loc,1
Theoris,pers,1
Theramenes.,pers,1
Therikles-ware,pers,1
Theristerium,pers,1
Therma,loc,1
Theologus,pers,1
Theolus,pers,1
21-33,scope,1
"21,",scope,1
"21,     22",scope,1
"21, 25",scope,1
"204, ii",scope,1
Thalaea,pers,1
Thalamae,loc,1
Thalamæ,pers,1
"2, 46",scope,1
"2, 49",scope,1
"2, 5,",scope,1
"2, 53",scope,1
"2, 56",scope,1
"21, 28",scope,1
"21, 32",scope,1
"21-24, 26, 28, 29",scope,1
Thaso,loc,1
Thamesis,work,1
Thanksgiving,work,1
Thapsakus,pers,1
"2, c. 33",scope,1
"2, 4,     24",scope,1
"2, 4, 5, 8, 23,",scope,1
"2, 40",scope,1
Csasar,pers,1
Cretans,loc,1
Crassus Mucianus,pers,1
Themistokles,loc,1
Thessalonica,pers,1
Thessalonicæ,loc,1
Thessalonika,pers,1
Thesmophoria,loc,1
Cossutia,pers,1
Cume,loc,1
Cumæi,work,1
Cumæi.,pers,1
Cupid,work,1
Cupids,work,1
Crus,work,1
Crustumerium,loc,1
Carmania,pers,1
Carmentalia,work,1
Carmentan,work,1
Carnival,work,1
Council,work,1
Counsel,work,1
Cossa,loc,1
Cossa,work,1
Theophrastes,pers,1
Thensa,pers,1
Theogeiton,pers,1
Thebæ,loc,1
Themiscyra,loc,1
Carnutes,pers,1
Carpetani,work,1
Cartagena,loc,1
"2, 8, 13, 17, 19,",scope,1
"2, 9",scope,1
"2, c.",scope,1
"2, c. 16",scope,1
Thermeh,loc,1
Thermopylae,loc,1
Thracian Woman,work,1
Thrakia,pers,1
"2,300,000",scope,1
"2,760,000",scope,1
2-1/4_d,scope,1
2-10,scope,1
2-5,scope,1
2-6,scope,1
"2, 6,",scope,1
"2, 8",scope,1
"2, 13, 31, 32",scope,1
"195, ii",scope,1
"20,     23",scope,1
"20, 22",scope,1
"20, 23",scope,1
"20, 24",scope,1
"20, 28",scope,1
"2, c. 6",scope,1
Thesmothete,pers,1
Thespia,loc,1
Thespiæ,work,1
Therukion,pers,1
Thesaalia,loc,1
Thesea,loc,1
Theseid,pers,1
"2, 13",scope,1
1830,date,1
1831,scope,1
1834,scope,1
1835,date,1
"2, 3",scope,1
"2, 3, 6,",scope,1
"2, 30, 31",scope,1
"2, 32",scope,1
Thyateira,loc,1
Thyateira,pers,1
Thyatira,pers,1
Throne,work,1
Thunderbolt,work,1
Thunderer,pers,1
1825,scope,1
1829,date,1
Thetes,pers,1
Thetis,pers,1
Theudippus,pers,1
Thymaitadae,work,1
Thyrea,pers,1
Thyreatis,pers,1
Tiara,loc,1
Thurium,pers,1
Thrasea Pætus,pers,1
Thorius,pers,1
Thouth,work,1
Thrace,work,1
Third,work,1
Third Book,scope,1
Thomas Taylor,pers,1
Thessaly,work,1
Tidius Sextus,pers,1
"18, 24, 31",scope,1
"18, 27",scope,1
1796,scope,1
Cornelia,loc,1
Crassu,pers,1
Crassus,scope,1
Crassus Dives,work,1
Thrasymenus,pers,1
Thriambos,pers,1
Tilphosa,loc,1
Tilphossium,loc,1
Tigellinus.,pers,1
